value,value_label,cohort,variable,variable_label
,.u=unmarried,HRS,s13iwstat,s13iwstat:w13 s interview status
,.v=spouse nr,HRS,s13iwstat,s13iwstat:w13 s interview status
0,0.inap.,HRS,s14iwstat,s14iwstat:w14 s interview status
1,"1.resp,alive",HRS,s14iwstat,s14iwstat:w14 s interview status
2,"2.resp,died after iw",HRS,s14iwstat,s14iwstat:w14 s interview status
3,"3.resp(proxy),died",HRS,s14iwstat,s14iwstat:w14 s interview status
4,"4.nr,alive",HRS,s14iwstat,s14iwstat:w14 s interview status
5,"5.nr,died this wv",HRS,s14iwstat,s14iwstat:w14 s interview status
6,"6.nr,died prev wv",HRS,s14iwstat,s14iwstat:w14 s interview status
7,"7.nr,dropped from samp",HRS,s14iwstat,s14iwstat:w14 s interview status
9,"9.nr,dk if alive or died",HRS,s14iwstat,s14iwstat:w14 s interview status
,.u=unmarried,HRS,s14iwstat,s14iwstat:w14 s interview status
,.v=spouse nr,HRS,s14iwstat,s14iwstat:w14 s interview status
0,0.inap.,HRS,s15iwstat,s15iwstat:w15 s interview status
1,"1.resp,alive",HRS,s15iwstat,s15iwstat:w15 s interview status
2,"2.resp,died after iw",HRS,s15iwstat,s15iwstat:w15 s interview status
3,"3.resp(proxy),died",HRS,s15iwstat,s15iwstat:w15 s interview status
4,"4.nr,alive",HRS,s15iwstat,s15iwstat:w15 s interview status
5,"5.nr,died this wv",HRS,s15iwstat,s15iwstat:w15 s interview status
6,"6.nr,died prev wv",HRS,s15iwstat,s15iwstat:w15 s interview status
7,"7.nr,dropped from samp",HRS,s15iwstat,s15iwstat:w15 s interview status
9,"9.nr,dk if alive or died",HRS,s15iwstat,s15iwstat:w15 s interview status
,.u=unmarried,HRS,s15iwstat,s15iwstat:w15 s interview status
,.v=spouse nr,HRS,s15iwstat,s15iwstat:w15 s interview status
0,0.inap.,HRS,s16iwstat,s16iwstat:w16 s interview status
1,"1.resp,alive",HRS,s16iwstat,s16iwstat:w16 s interview status
2,"2.resp,died after iw",HRS,s16iwstat,s16iwstat:w16 s interview status
3,"3.resp(proxy),died",HRS,s16iwstat,s16iwstat:w16 s interview status
4,"4.nr,alive",HRS,s16iwstat,s16iwstat:w16 s interview status
5,"5.nr,died this wv",HRS,s16iwstat,s16iwstat:w16 s interview status
6,"6.nr,died prev wv",HRS,s16iwstat,s16iwstat:w16 s interview status
7,"7.nr,dropped from samp",HRS,s16iwstat,s16iwstat:w16 s interview status
9,"9.nr,dk if alive or died",HRS,s16iwstat,s16iwstat:w16 s interview status
,.u=unmarried,HRS,s16iwstat,s16iwstat:w16 s interview status
,.v=spouse nr,HRS,s16iwstat,s16iwstat:w16 s interview status
0,0.inap.,HRS,r1iwstat,r1iwstat:w1 r interview status
1,"1.resp,alive",HRS,r1iwstat,r1iwstat:w1 r interview status
2,"2.resp,died after iw",HRS,r1iwstat,r1iwstat:w1 r interview status
3,"3.resp(proxy),died",HRS,r1iwstat,r1iwstat:w1 r interview status
4,"4.nr,alive",HRS,r1iwstat,r1iwstat:w1 r interview status
5,"5.nr,died this wv",HRS,r1iwstat,r1iwstat:w1 r interview status
6,"6.nr,died prev wv",HRS,r1iwstat,r1iwstat:w1 r interview status
7,"7.nr,dropped from samp",HRS,r1iwstat,r1iwstat:w1 r interview status
9,"9.nr,dk if alive or died",HRS,r1iwstat,r1iwstat:w1 r interview status
,.u=unmarried,HRS,r1iwstat,r1iwstat:w1 r interview status
,.v=spouse nr,HRS,r1iwstat,r1iwstat:w1 r interview status
0,0.inap.,HRS,r2iwstat,r2iwstat:w2 r interview status
1,"1.resp,alive",HRS,r2iwstat,r2iwstat:w2 r interview status
2,"2.resp,died after iw",HRS,r2iwstat,r2iwstat:w2 r interview status
3,"3.resp(proxy),died",HRS,r2iwstat,r2iwstat:w2 r interview status
4,"4.nr,alive",HRS,r2iwstat,r2iwstat:w2 r interview status
5,"5.nr,died this wv",HRS,r2iwstat,r2iwstat:w2 r interview status
6,"6.nr,died prev wv",HRS,r2iwstat,r2iwstat:w2 r interview status
7,"7.nr,dropped from samp",HRS,r2iwstat,r2iwstat:w2 r interview status
9,"9.nr,dk if alive or died",HRS,r2iwstat,r2iwstat:w2 r interview status
,.u=unmarried,HRS,r2iwstat,r2iwstat:w2 r interview status
,.v=spouse nr,HRS,r2iwstat,r2iwstat:w2 r interview status
0,0.inap.,HRS,r3iwstat,r3iwstat:w3 r interview status
1,"1.resp,alive",HRS,r3iwstat,r3iwstat:w3 r interview status
2,"2.resp,died after iw",HRS,r3iwstat,r3iwstat:w3 r interview status
3,"3.resp(proxy),died",HRS,r3iwstat,r3iwstat:w3 r interview status
4,"4.nr,alive",HRS,r3iwstat,r3iwstat:w3 r interview status
5,"5.nr,died this wv",HRS,r3iwstat,r3iwstat:w3 r interview status
6,"6.nr,died prev wv",HRS,r3iwstat,r3iwstat:w3 r interview status
7,"7.nr,dropped from samp",HRS,r3iwstat,r3iwstat:w3 r interview status
9,"9.nr,dk if alive or died",HRS,r3iwstat,r3iwstat:w3 r interview status
,.u=unmarried,HRS,r3iwstat,r3iwstat:w3 r interview status
,.v=spouse nr,HRS,r3iwstat,r3iwstat:w3 r interview status
0,0.inap.,HRS,r4iwstat,r4iwstat:w4 r interview status
1,"1.resp,alive",HRS,r4iwstat,r4iwstat:w4 r interview status
2,"2.resp,died after iw",HRS,r4iwstat,r4iwstat:w4 r interview status
3,"3.resp(proxy),died",HRS,r4iwstat,r4iwstat:w4 r interview status
4,"4.nr,alive",HRS,r4iwstat,r4iwstat:w4 r interview status
5,"5.nr,died this wv",HRS,r4iwstat,r4iwstat:w4 r interview status
6,"6.nr,died prev wv",HRS,r4iwstat,r4iwstat:w4 r interview status
7,"7.nr,dropped from samp",HRS,r4iwstat,r4iwstat:w4 r interview status
9,"9.nr,dk if alive or died",HRS,r4iwstat,r4iwstat:w4 r interview status
,.u=unmarried,HRS,r4iwstat,r4iwstat:w4 r interview status
,.v=spouse nr,HRS,r4iwstat,r4iwstat:w4 r interview status
0,0.inap.,HRS,r5iwstat,r5iwstat:w5 r interview status
1,"1.resp,alive",HRS,r5iwstat,r5iwstat:w5 r interview status
2,"2.resp,died after iw",HRS,r5iwstat,r5iwstat:w5 r interview status
3,"3.resp(proxy),died",HRS,r5iwstat,r5iwstat:w5 r interview status
4,"4.nr,alive",HRS,r5iwstat,r5iwstat:w5 r interview status
5,"5.nr,died this wv",HRS,r5iwstat,r5iwstat:w5 r interview status
6,"6.nr,died prev wv",HRS,r5iwstat,r5iwstat:w5 r interview status
7,"7.nr,dropped from samp",HRS,r5iwstat,r5iwstat:w5 r interview status
9,"9.nr,dk if alive or died",HRS,r5iwstat,r5iwstat:w5 r interview status
,.u=unmarried,HRS,r5iwstat,r5iwstat:w5 r interview status
,.v=spouse nr,HRS,r5iwstat,r5iwstat:w5 r interview status
0,0.inap.,HRS,r6iwstat,r6iwstat:w6 r interview status
1,"1.resp,alive",HRS,r6iwstat,r6iwstat:w6 r interview status
2,"2.resp,died after iw",HRS,r6iwstat,r6iwstat:w6 r interview status
3,"3.resp(proxy),died",HRS,r6iwstat,r6iwstat:w6 r interview status
4,"4.nr,alive",HRS,r6iwstat,r6iwstat:w6 r interview status
5,"5.nr,died this wv",HRS,r6iwstat,r6iwstat:w6 r interview status
6,"6.nr,died prev wv",HRS,r6iwstat,r6iwstat:w6 r interview status
7,"7.nr,dropped from samp",HRS,r6iwstat,r6iwstat:w6 r interview status
9,"9.nr,dk if alive or died",HRS,r6iwstat,r6iwstat:w6 r interview status
,.u=unmarried,HRS,r6iwstat,r6iwstat:w6 r interview status
,.v=spouse nr,HRS,r6iwstat,r6iwstat:w6 r interview status
0,0.inap.,HRS,r7iwstat,r7iwstat:w7 r interview status
1,"1.resp,alive",HRS,r7iwstat,r7iwstat:w7 r interview status
2,"2.resp,died after iw",HRS,r7iwstat,r7iwstat:w7 r interview status
3,"3.resp(proxy),died",HRS,r7iwstat,r7iwstat:w7 r interview status
4,"4.nr,alive",HRS,r7iwstat,r7iwstat:w7 r interview status
5,"5.nr,died this wv",HRS,r7iwstat,r7iwstat:w7 r interview status
6,"6.nr,died prev wv",HRS,r7iwstat,r7iwstat:w7 r interview status
7,"7.nr,dropped from samp",HRS,r7iwstat,r7iwstat:w7 r interview status
9,"9.nr,dk if alive or died",HRS,r7iwstat,r7iwstat:w7 r interview status
,.u=unmarried,HRS,r7iwstat,r7iwstat:w7 r interview status
,.v=spouse nr,HRS,r7iwstat,r7iwstat:w7 r interview status
0,0.inap.,HRS,r8iwstat,r8iwstat:w8 r interview status
1,"1.resp,alive",HRS,r8iwstat,r8iwstat:w8 r interview status
2,"2.resp,died after iw",HRS,r8iwstat,r8iwstat:w8 r interview status
3,"3.resp(proxy),died",HRS,r8iwstat,r8iwstat:w8 r interview status
4,"4.nr,alive",HRS,r8iwstat,r8iwstat:w8 r interview status
5,"5.nr,died this wv",HRS,r8iwstat,r8iwstat:w8 r interview status
6,"6.nr,died prev wv",HRS,r8iwstat,r8iwstat:w8 r interview status
7,"7.nr,dropped from samp",HRS,r8iwstat,r8iwstat:w8 r interview status
9,"9.nr,dk if alive or died",HRS,r8iwstat,r8iwstat:w8 r interview status
,.u=unmarried,HRS,r8iwstat,r8iwstat:w8 r interview status
,.v=spouse nr,HRS,r8iwstat,r8iwstat:w8 r interview status
0,0.inap.,HRS,r9iwstat,r9iwstat:w9 r interview status
1,"1.resp,alive",HRS,r9iwstat,r9iwstat:w9 r interview status
2,"2.resp,died after iw",HRS,r9iwstat,r9iwstat:w9 r interview status
3,"3.resp(proxy),died",HRS,r9iwstat,r9iwstat:w9 r interview status
4,"4.nr,alive",HRS,r9iwstat,r9iwstat:w9 r interview status
5,"5.nr,died this wv",HRS,r9iwstat,r9iwstat:w9 r interview status
6,"6.nr,died prev wv",HRS,r9iwstat,r9iwstat:w9 r interview status
7,"7.nr,dropped from samp",HRS,r9iwstat,r9iwstat:w9 r interview status
9,"9.nr,dk if alive or died",HRS,r9iwstat,r9iwstat:w9 r interview status
,.u=unmarried,HRS,r9iwstat,r9iwstat:w9 r interview status
,.v=spouse nr,HRS,r9iwstat,r9iwstat:w9 r interview status
0,0.inap.,HRS,r10iwstat,r10iwstat:w10 r interview status
1,"1.resp,alive",HRS,r10iwstat,r10iwstat:w10 r interview status
2,"2.resp,died after iw",HRS,r10iwstat,r10iwstat:w10 r interview status
3,"3.resp(proxy),died",HRS,r10iwstat,r10iwstat:w10 r interview status
4,"4.nr,alive",HRS,r10iwstat,r10iwstat:w10 r interview status
5,"5.nr,died this wv",HRS,r10iwstat,r10iwstat:w10 r interview status
6,"6.nr,died prev wv",HRS,r10iwstat,r10iwstat:w10 r interview status
7,"7.nr,dropped from samp",HRS,r10iwstat,r10iwstat:w10 r interview status
9,"9.nr,dk if alive or died",HRS,r10iwstat,r10iwstat:w10 r interview status
,.u=unmarried,HRS,r10iwstat,r10iwstat:w10 r interview status
,.v=spouse nr,HRS,r10iwstat,r10iwstat:w10 r interview status
0,0.inap.,HRS,r11iwstat,r11iwstat:w11 r interview status
1,"1.resp,alive",HRS,r11iwstat,r11iwstat:w11 r interview status
2,"2.resp,died after iw",HRS,r11iwstat,r11iwstat:w11 r interview status
3,"3.resp(proxy),died",HRS,r11iwstat,r11iwstat:w11 r interview status
4,"4.nr,alive",HRS,r11iwstat,r11iwstat:w11 r interview status
5,"5.nr,died this wv",HRS,r11iwstat,r11iwstat:w11 r interview status
6,"6.nr,died prev wv",HRS,r11iwstat,r11iwstat:w11 r interview status
7,"7.nr,dropped from samp",HRS,r11iwstat,r11iwstat:w11 r interview status
9,"9.nr,dk if alive or died",HRS,r11iwstat,r11iwstat:w11 r interview status
,.u=unmarried,HRS,r11iwstat,r11iwstat:w11 r interview status
,.v=spouse nr,HRS,r11iwstat,r11iwstat:w11 r interview status
0,0.inap.,HRS,r12iwstat,r12iwstat:w12 r interview status
1,"1.resp,alive",HRS,r12iwstat,r12iwstat:w12 r interview status
2,"2.resp,died after iw",HRS,r12iwstat,r12iwstat:w12 r interview status
3,"3.resp(proxy),died",HRS,r12iwstat,r12iwstat:w12 r interview status
4,"4.nr,alive",HRS,r12iwstat,r12iwstat:w12 r interview status
5,"5.nr,died this wv",HRS,r12iwstat,r12iwstat:w12 r interview status
6,"6.nr,died prev wv",HRS,r12iwstat,r12iwstat:w12 r interview status
7,"7.nr,dropped from samp",HRS,r12iwstat,r12iwstat:w12 r interview status
9,"9.nr,dk if alive or died",HRS,r12iwstat,r12iwstat:w12 r interview status
,.u=unmarried,HRS,r12iwstat,r12iwstat:w12 r interview status
,.v=spouse nr,HRS,r12iwstat,r12iwstat:w12 r interview status
0,0.inap.,HRS,r13iwstat,r13iwstat:w13 r interview status
1,"1.resp,alive",HRS,r13iwstat,r13iwstat:w13 r interview status
2,"2.resp,died after iw",HRS,r13iwstat,r13iwstat:w13 r interview status
3,"3.resp(proxy),died",HRS,r13iwstat,r13iwstat:w13 r interview status
4,"4.nr,alive",HRS,r13iwstat,r13iwstat:w13 r interview status
5,"5.nr,died this wv",HRS,r13iwstat,r13iwstat:w13 r interview status
6,"6.nr,died prev wv",HRS,r13iwstat,r13iwstat:w13 r interview status
7,"7.nr,dropped from samp",HRS,r13iwstat,r13iwstat:w13 r interview status
9,"9.nr,dk if alive or died",HRS,r13iwstat,r13iwstat:w13 r interview status
,.u=unmarried,HRS,r13iwstat,r13iwstat:w13 r interview status
,.v=spouse nr,HRS,r13iwstat,r13iwstat:w13 r interview status
0,0.inap.,HRS,r14iwstat,r14iwstat:w14 r interview status
1,"1.resp,alive",HRS,r14iwstat,r14iwstat:w14 r interview status
2,"2.resp,died after iw",HRS,r14iwstat,r14iwstat:w14 r interview status
3,"3.resp(proxy),died",HRS,r14iwstat,r14iwstat:w14 r interview status
4,"4.nr,alive",HRS,r14iwstat,r14iwstat:w14 r interview status
5,"5.nr,died this wv",HRS,r14iwstat,r14iwstat:w14 r interview status
6,"6.nr,died prev wv",HRS,r14iwstat,r14iwstat:w14 r interview status
7,"7.nr,dropped from samp",HRS,r14iwstat,r14iwstat:w14 r interview status
9,"9.nr,dk if alive or died",HRS,r14iwstat,r14iwstat:w14 r interview status
,.u=unmarried,HRS,r14iwstat,r14iwstat:w14 r interview status
,.v=spouse nr,HRS,r14iwstat,r14iwstat:w14 r interview status
0,0.inap.,HRS,r15iwstat,r15iwstat:w15 r interview status
1,"1.resp,alive",HRS,r15iwstat,r15iwstat:w15 r interview status
2,"2.resp,died after iw",HRS,r15iwstat,r15iwstat:w15 r interview status
3,"3.resp(proxy),died",HRS,r15iwstat,r15iwstat:w15 r interview status
4,"4.nr,alive",HRS,r15iwstat,r15iwstat:w15 r interview status
5,"5.nr,died this wv",HRS,r15iwstat,r15iwstat:w15 r interview status
6,"6.nr,died prev wv",HRS,r15iwstat,r15iwstat:w15 r interview status
7,"7.nr,dropped from samp",HRS,r15iwstat,r15iwstat:w15 r interview status
9,"9.nr,dk if alive or died",HRS,r15iwstat,r15iwstat:w15 r interview status
,.u=unmarried,HRS,r15iwstat,r15iwstat:w15 r interview status
,.v=spouse nr,HRS,r15iwstat,r15iwstat:w15 r interview status
0,0.inap.,HRS,r16iwstat,r16iwstat:w16 r interview status
1,"1.resp,alive",HRS,r16iwstat,r16iwstat:w16 r interview status
2,"2.resp,died after iw",HRS,r16iwstat,r16iwstat:w16 r interview status
3,"3.resp(proxy),died",HRS,r16iwstat,r16iwstat:w16 r interview status
4,"4.nr,alive",HRS,r16iwstat,r16iwstat:w16 r interview status
5,"5.nr,died this wv",HRS,r16iwstat,r16iwstat:w16 r interview status
6,"6.nr,died prev wv",HRS,r16iwstat,r16iwstat:w16 r interview status
7,"7.nr,dropped from samp",HRS,r16iwstat,r16iwstat:w16 r interview status
9,"9.nr,dk if alive or died",HRS,r16iwstat,r16iwstat:w16 r interview status
,.u=unmarried,HRS,r16iwstat,r16iwstat:w16 r interview status
,.v=spouse nr,HRS,r16iwstat,r16iwstat:w16 r interview status
0,0.no exit or post-exit interview this wave,HRS,r2pexit,r2pexit:w2 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r2pexit,r2pexit:w2 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r2pexit,r2pexit:w2 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r2pexit,r2pexit:w2 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r2pexit,r2pexit:w2 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r3pexit,r3pexit:w3 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r3pexit,r3pexit:w3 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r3pexit,r3pexit:w3 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r3pexit,r3pexit:w3 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r3pexit,r3pexit:w3 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r4pexit,r4pexit:w4 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r4pexit,r4pexit:w4 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r4pexit,r4pexit:w4 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r4pexit,r4pexit:w4 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r4pexit,r4pexit:w4 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r5pexit,r5pexit:w5 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r5pexit,r5pexit:w5 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r5pexit,r5pexit:w5 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r5pexit,r5pexit:w5 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r5pexit,r5pexit:w5 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r6pexit,r6pexit:w6 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r6pexit,r6pexit:w6 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r6pexit,r6pexit:w6 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r6pexit,r6pexit:w6 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r6pexit,r6pexit:w6 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r7pexit,r7pexit:w7 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r7pexit,r7pexit:w7 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r7pexit,r7pexit:w7 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r7pexit,r7pexit:w7 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r7pexit,r7pexit:w7 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r8pexit,r8pexit:w8 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r8pexit,r8pexit:w8 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r8pexit,r8pexit:w8 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r8pexit,r8pexit:w8 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r8pexit,r8pexit:w8 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r9pexit,r9pexit:w9 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r9pexit,r9pexit:w9 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r9pexit,r9pexit:w9 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r9pexit,r9pexit:w9 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r9pexit,r9pexit:w9 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r10pexit,r10pexit:w10 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r10pexit,r10pexit:w10 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r10pexit,r10pexit:w10 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r10pexit,r10pexit:w10 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r10pexit,r10pexit:w10 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r11pexit,r11pexit:w11 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r11pexit,r11pexit:w11 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r11pexit,r11pexit:w11 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r11pexit,r11pexit:w11 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r11pexit,r11pexit:w11 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r12pexit,r12pexit:w12 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r12pexit,r12pexit:w12 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r12pexit,r12pexit:w12 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r12pexit,r12pexit:w12 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r12pexit,r12pexit:w12 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r13pexit,r13pexit:w13 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r13pexit,r13pexit:w13 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r13pexit,r13pexit:w13 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r13pexit,r13pexit:w13 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r13pexit,r13pexit:w13 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r14pexit,r14pexit:w14 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r14pexit,r14pexit:w14 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r14pexit,r14pexit:w14 exit or post-exit interview administered this wave
,.u=unmarried,HRS,r14pexit,r14pexit:w14 exit or post-exit interview administered this wave
,.v=spouse nr,HRS,r14pexit,r14pexit:w14 exit or post-exit interview administered this wave
0,0.no exit or post-exit interview this wave,HRS,r15pexit,r15pexit:w15 exit or post-exit interview administered this wave
1,1.exit interview this wave,HRS,r15pexit,r15pexit:w15 exit or post-exit interview administered this wave
2,2.post-exit interview this wave,HRS,r15pexit,r15pexit:w15 exit or post-exit interview administered this wave
